,id,origin,title,author,description,full_entry
4880,4880,Canadian,The Couturier of Milan,Ian Hamilton,"Ava attends London Fashion Week for the launch of the PÖ fashion line, one of the major investments she and her partners in the Three Sisters — May Ling ...","The Couturier of Milan by Ian Hamilton: Ava attends London Fashion Week for the launch of the PÖ fashion line, one of the major investments she and her partners in the Three Sisters — May Ling ..."
4881,4881,Canadian,The Cowboy Comes Home,Linda Ford,Security and a home of her own?that's Sally Morgan's dream. And a new job could offer both. Her employer will marry her if she proves her worth as housekeeper. ...,The Cowboy Comes Home by Linda Ford: Security and a home of her own?that's Sally Morgan's dream. And a new job could offer both. Her employer will marry her if she proves her worth as housekeeper. ...
4882,4882,Canadian,The Cowboy Father,Linda Ford,"With Alberta in the grip of the Depression, Louisa Morgan is desperate to bolster her family's finances. But how can she tutor bedridden Ellie Hamilton? The ...","The Cowboy Father by Linda Ford: With Alberta in the grip of the Depression, Louisa Morgan is desperate to bolster her family's finances. But how can she tutor bedridden Ellie Hamilton? The ..."
4883,4883,Canadian,The Cowboy's Baby,Linda Ford,"When he left two years before, Colby Bloxham was running from his past, and his pain. Now he's ready to face his responsibilities…and make some long-overdue ...","The Cowboy's Baby by Linda Ford: When he left two years before, Colby Bloxham was running from his past, and his pain. Now he's ready to face his responsibilities…and make some long-overdue ..."
4884,4884,Canadian,The Cowboy's Baby Bonanza,Patricia Johns,When life gives you…babies?The Triplets’ Cowboy Daddy by Patricia JohnsRugged cowboy Easton Ross hasn’t forgiven Nora Carpenter for leaving town. Now ...,The Cowboy's Baby Bonanza by Patricia Johns: When life gives you…babies?The Triplets’ Cowboy Daddy by Patricia JohnsRugged cowboy Easton Ross hasn’t forgiven Nora Carpenter for leaving town. Now ...
4885,4885,Canadian,The Cowboy's Baby Bond,Linda Ford,An Honorable Cowboy&nbsp;Determined single mother Willow Reames has one goal: to reunite with her sisters and begin a new life with them and her infant son. But ...,The Cowboy's Baby Bond by Linda Ford: An Honorable Cowboy&nbsp;Determined single mother Willow Reames has one goal: to reunite with her sisters and begin a new life with them and her infant son. But ...
4886,4886,Canadian,The Cowboy's Christmas Baby,Carolyne Aarsen,"A Family For Christmas&nbsp;No one expected Erin McCauley to arrive in Saddlebank, Montana, with a baby?and no wedding ring. Especially not Dean Moore, who cared ...","The Cowboy's Christmas Baby by Carolyne Aarsen: A Family For Christmas&nbsp;No one expected Erin McCauley to arrive in Saddlebank, Montana, with a baby?and no wedding ring. Especially not Dean Moore, who cared ..."
4887,4887,Canadian,The Cowboy's Christmas Bride,Patricia Johns,"COULD HE BE HER HERO?Hope, Montana, is no longer home to Andy Granger, who sold his piece of the family ranch to developers. He’s only back to run a cattle ...","The Cowboy's Christmas Bride by Patricia Johns: COULD HE BE HER HERO?Hope, Montana, is no longer home to Andy Granger, who sold his piece of the family ranch to developers. He’s only back to run a cattle ..."
4888,4888,Canadian,The Cowboy's Christmas Family,Donna Alward,"HIS CHRISTMAS PRESENT&nbsp;Madison Wallace is determined to make this Christmas extra special for her twin boys. Money is tight, but at least Maddy can do something ...","The Cowboy's Christmas Family by Donna Alward: HIS CHRISTMAS PRESENT&nbsp;Madison Wallace is determined to make this Christmas extra special for her twin boys. Money is tight, but at least Maddy can do something ..."
4889,4889,Canadian,The Cowboy's Christmas Gift,Donna Alward,"A CHRISTMAS AFFAIR?&nbsp;Returning to Crooked Valley is more terrifying than the battlefield to ex-soldier Duke Duggan. Still, Duke has an important reason to be ...","The Cowboy's Christmas Gift by Donna Alward: A CHRISTMAS AFFAIR?&nbsp;Returning to Crooked Valley is more terrifying than the battlefield to ex-soldier Duke Duggan. Still, Duke has an important reason to be ..."
4890,4890,Canadian,The Cowboy's City Girl,Linda Ford,Bride on the Ranch&nbsp;Beatrice Doyle came to Montana to escape her father's marriage plans for her?not to lasso herself a cowboy. Yet she can't ignore the sparks ...,The Cowboy's City Girl by Linda Ford: Bride on the Ranch&nbsp;Beatrice Doyle came to Montana to escape her father's marriage plans for her?not to lasso herself a cowboy. Yet she can't ignore the sparks ...
4891,4891,Canadian,The Cowboy's Convenient Bride,Donna Alward,"FOR HER DAUGHTER&nbsp;Laura Jessup is used to the rumors?everyone in tiny Gibson, Montana, thinks she's a home-wrecker. And Laura can handle that if it means ...","The Cowboy's Convenient Bride by Donna Alward: FOR HER DAUGHTER&nbsp;Laura Jessup is used to the rumors?everyone in tiny Gibson, Montana, thinks she's a home-wrecker. And Laura can handle that if it means ..."
4892,4892,Canadian,The Cowboy's Convenient Proposal,Linda Ford,Second Chance RanchShe was a woman in need of protection. But trust is the one thing feisty Grace &quot;Red&quot; Henderson is sure she'll never give to any man ...,The Cowboy's Convenient Proposal by Linda Ford: Second Chance RanchShe was a woman in need of protection. But trust is the one thing feisty Grace &quot;Red&quot; Henderson is sure she'll never give to any man ...
4893,4893,Canadian,The Cowboy's Easter Family Wish,Lois Richer,"His Unexpected Family&nbsp;After a heartbreaking tragedy, youth pastor Jesse Parker stopped believing he had anything to offer kids. Working with the boys at ...","The Cowboy's Easter Family Wish by Lois Richer: His Unexpected Family&nbsp;After a heartbreaking tragedy, youth pastor Jesse Parker stopped believing he had anything to offer kids. Working with the boys at ..."
4894,4894,Canadian,The Cowboy's Family Christmas,Carolyne Aarsen,Holiday Ranch ReunionLeanne Walsh is stunned when Reuben Walsh returns to his family’s ranch for the holidays. No matter how hard she tried to convince ...,The Cowboy's Family Christmas by Carolyne Aarsen: Holiday Ranch ReunionLeanne Walsh is stunned when Reuben Walsh returns to his family’s ranch for the holidays. No matter how hard she tried to convince ...
4895,4895,Canadian,The Cowboy's Homecoming,Donna Alward,"BACK?FOR GOOD?&nbsp;Once, rodeo star Rylan Duggan had called Crooked Valley Ranch home. But after an incredible, romantic night with neighboring rancher?beautiful, ...","The Cowboy's Homecoming by Donna Alward: BACK?FOR GOOD?&nbsp;Once, rodeo star Rylan Duggan had called Crooked Valley Ranch home. But after an incredible, romantic night with neighboring rancher?beautiful, ..."
4896,4896,Canadian,The Cowboy's Lady,Carolyne Aarsen,"Cody Jameson knows that hiring gourmet chef Vivienne Clayton for the Circle C Ranch has to be a mistake. He once secretly loved her, but she's back in tiny ...","The Cowboy's Lady by Carolyne Aarsen: Cody Jameson knows that hiring gourmet chef Vivienne Clayton for the Circle C Ranch has to be a mistake. He once secretly loved her, but she's back in tiny ..."
4897,4897,Canadian,The Cowboy's Ready-Made Family,Linda Ford,The Cowboy Arrangement&nbsp;Susanne Collins has her hands full raising her four orphaned nieces and nephews and managing the family farm. So when her cowboy ...,The Cowboy's Ready-Made Family by Linda Ford: The Cowboy Arrangement&nbsp;Susanne Collins has her hands full raising her four orphaned nieces and nephews and managing the family farm. So when her cowboy ...
4898,4898,Canadian,The Cowboy's Surprise Bride,Linda Ford,Traveling to Canada's Northwest Territories is a thrilling opportunity for Linette Edwards?and her chance to escape a dreaded marriage in England. She's more ...,The Cowboy's Surprise Bride by Linda Ford: Traveling to Canada's Northwest Territories is a thrilling opportunity for Linette Edwards?and her chance to escape a dreaded marriage in England. She's more ...
4899,4899,Canadian,The Cowboy's Unexpected Family,Linda Ford,"Her dream?on her termsWith her own business, Cassie Godfrey is finally self-sufficient. But her plans are interrupted by four young orphans?and one persistent ...","The Cowboy's Unexpected Family by Linda Ford: Her dream?on her termsWith her own business, Cassie Godfrey is finally self-sufficient. But her plans are interrupted by four young orphans?and one persistent ..."
4900,4900,Canadian,The Cowboy's Valentine,Donna Alward,HEART OF A COWBOY&nbsp;Coming home is hard enough without ranch manager Quinn Solomon making Lacey Duggan feel like an unwanted guest. She's only here until she ...,The Cowboy's Valentine by Donna Alward: HEART OF A COWBOY&nbsp;Coming home is hard enough without ranch manager Quinn Solomon making Lacey Duggan feel like an unwanted guest. She's only here until she ...
4901,4901,Canadian,The Cowboy's Valentine Bride,Patricia Johns,"A Time to Heal&nbsp;Brody Mason needs a nurse. As soon as he can walk again, he'll leave Hope, Montana, and go straight back to the army. But Kaitlyn Harpe? That's ...","The Cowboy's Valentine Bride by Patricia Johns: A Time to Heal&nbsp;Brody Mason needs a nurse. As soon as he can walk again, he'll leave Hope, Montana, and go straight back to the army. But Kaitlyn Harpe? That's ..."
4902,4902,Canadian,The Cowboy Tutor,Linda Ford,"With the mortgage due and funds scarce, Madge Morgan can't afford distractions. Especially not from Judd Kirk, her sister Louisa's meek tutor and?according to ...","The Cowboy Tutor by Linda Ford: With the mortgage due and funds scarce, Madge Morgan can't afford distractions. Especially not from Judd Kirk, her sister Louisa's meek tutor and?according to ..."
4903,4903,Canadian,The Crash Palace,Andrew Wedderburn,"A joy ride set on a crash course with the past.Audrey Lane has always loved to drive. Anytime, anywhere, any car: a questionable rustbucket, a family sedan, ...","The Crash Palace by Andrew Wedderburn: A joy ride set on a crash course with the past.Audrey Lane has always loved to drive. Anytime, anywhere, any car: a questionable rustbucket, a family sedan, ..."
4904,4904,Canadian,The Crested Seas,Arthur Hunt Chute,"Johnnie Angus grew up around fishermen and fishing vessels and, like other young men in Judique, on Cape Breton's southwest shore, he always dreamed of going ...","The Crested Seas by Arthur Hunt Chute: Johnnie Angus grew up around fishermen and fishing vessels and, like other young men in Judique, on Cape Breton's southwest shore, he always dreamed of going ..."
